Agency,Agency Type,Distribution Channel,Duration,Destination,Net Sales,Commision (in value),Age,Claim,Product_Category
EPX,Travel Agency,Online,71,Asia,18.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,41,Asia,49.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,146,Oceania,138.6,83.16,28,0,Rental
JZI,Airlines,Online,4,Asia,18.0,6.3,45,0,Value Plan
CWT,Travel Agency,Online,29,Europe,227.7,136.62,45,0,Rental
EPX,Travel Agency,Online,134,Asia,55.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,4,Asia,20.0,0.0,39,0,Comprehensive
EPX,Travel Agency,Online,59,Asia,13.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,28,North America,10.0,0.0,49,0,Cancellation
EPX,Travel Agency,Online,9,Asia,0.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,154,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,18,Asia,14.0,0.0,36,0,Cancellation
JZI,Airlines,Online,8,Asia,18.0,6.3,45,0,Value Plan
EPX,Travel Agency,Online,12,Asia,24.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,5,Asia,112.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,64,Europe,138.6,83.16,31,0,Rental
CWT,Travel Agency,Online,22,Oceania,19.8,11.88,33,0,Rental
EPX,Travel Agency,Online,32,Asia,80.0,0.0,36,0,Cancellation
JZI,Airlines,Online,15,Asia,30.0,10.5,44,0,Value Plan
CWT,Travel Agency,Online,1,Asia,9.9,5.94,44,0,Rental
EPX,Travel Agency,Online,21,Asia,10.0,0.0,25,0,Cancellation
EPX,Travel Agency,Online,15,Asia,23.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,6,Asia,27.0,0.0,36,0,Comprehensive
JWT,Airlines,Online,21,Asia,39.0,15.6,118,0,Value Plan
C2B,Airlines,Online,17,Asia,60.0,15.0,36,0,Value Plan
JZI,Airlines,Online,15,Oceania,26.0,9.1,61,0,Value Plan
RAB,Airlines,Online,6,Asia,15.0,6.0,49,0,Value Plan
JZI,Airlines,Online,16,Asia,22.0,7.7,44,0,Value Plan
JZI,Airlines,Online,9,Asia,22.0,7.7,26,0,Value Plan
EPX,Travel Agency,Online,4,Asia,40.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,16,Asia,72.0,18.0,35,0,Value Plan
C2B,Airlines,Online,5,Asia,18.5,4.63,36,0,Value Plan
C2B,Airlines,Online,20,Asia,27.0,6.75,25,0,Value Plan
EPX,Travel Agency,Online,4,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,111,Asia,34.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,26,Europe,29.7,17.82,28,0,Rental
EPX,Travel Agency,Online,9,Asia,24.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,12,Europe,89.1,53.46,42,0,Rental
C2B,Airlines,Online,3,Asia,11.5,2.88,73,0,Value Plan
EPX,Travel Agency,Online,28,Asia,42.0,0.0,41,0,Cancellation
EPX,Travel Agency,Online,30,Asia,11.0,0.0,54,0,Cancellation
JZI,Airlines,Online,20,Asia,35.0,12.25,30,0,Value Plan
EPX,Travel Agency,Online,36,Asia,0.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,5,Asia,16.0,4.0,62,0,Value Plan
EPX,Travel Agency,Online,139,Asia,20.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,5,Asia,22.0,7.7,51,0,Value Plan
CWT,Travel Agency,Online,27,Oceania,49.5,29.7,53,0,Rental
EPX,Travel Agency,Online,44,Asia,19.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,179,Asia,10.0,0.0,42,0,Cancellation
EPX,Travel Agency,Online,1,Asia,10.0,0.0,36,0,Cancellation
JZI,Airlines,Online,24,Asia,18.0,6.3,31,0,Value Plan
EPX,Travel Agency,Online,2,Asia,20.0,0.0,26,0,Comprehensive
C2B,Airlines,Online,73,Asia,62.0,15.5,29,1,Value Plan
RAB,Airlines,Online,190,Asia,15.0,6.0,22,0,Value Plan
EPX,Travel Agency,Online,74,North America,192.0,0.0,46,0,Comprehensive
C2B,Airlines,Online,364,Asia,259.2,64.8,39,0,Annual
CWT,Travel Agency,Online,37,Oceania,59.4,35.64,40,0,Rental
EPX,Travel Agency,Online,19,Asia,10.0,0.0,44,0,Cancellation
EPX,Travel Agency,Online,16,Asia,28.0,0.0,59,0,Comprehensive
C2B,Airlines,Online,29,Asia,53.0,13.25,34,0,Value Plan
EPX,Travel Agency,Online,21,Asia,0.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,3,Asia,27.0,0.0,60,0,Comprehensive
JZI,Airlines,Online,33,Asia,22.0,7.7,68,0,Value Plan
SSI,Airlines,Online,124,Asia,6.0,1.68,48,0,Cancellation
JZI,Airlines,Online,24,Asia,26.0,9.1,53,0,Value Plan
EPX,Travel Agency,Online,10,Asia,20.0,0.0,28,0,Comprehensive
C2B,Airlines,Online,23,Asia,14.95,3.74,37,0,Value Plan
EPX,Travel Agency,Online,79,Oceania,13.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,35,Europe,100.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,3,Asia,21.0,0.0,60,0,Cancellation
EPX,Travel Agency,Online,4,Asia,20.0,0.0,30,0,Comprehensive
EPX,Travel Agency,Online,16,North America,69.0,0.0,36,0,Cancellation
KML,Travel Agency,Online,45,Europe,75.0,28.5,48,0,Value Plan
CWT,Travel Agency,Online,115,Asia,39.6,23.76,30,0,Rental
EPX,Travel Agency,Online,61,Asia,51.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,51,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,22,Asia,16.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,49,Asia,10.0,0.0,40,0,Cancellation
C2B,Airlines,Online,24,Asia,53.0,13.25,40,0,Value Plan
EPX,Travel Agency,Online,62,Asia,63.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,11,Asia,28.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,7,Asia,37.5,9.38,52,0,Value Plan
EPX,Travel Agency,Online,22,Africa,35.0,0.0,36,0,Cancellation
KML,Travel Agency,Online,156,Asia,49.0,18.62,48,0,Value Plan
EPX,Travel Agency,Online,42,Asia,27.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,7,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,70,Asia,27.0,0.0,40,0,Cancellation
C2B,Airlines,Online,4,Asia,21.0,5.25,35,0,Value Plan
CWT,Travel Agency,Online,62,Europe,39.6,23.76,31,0,Rental
JZI,Airlines,Online,11,Asia,35.0,12.25,53,0,Value Plan
EPX,Travel Agency,Online,40,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,34,Asia,39.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,34,Asia,93.6,23.4,57,0,Value Plan
C2B,Airlines,Online,105,Asia,297.05,74.26,24,1,Value Plan
EPX,Travel Agency,Online,1,Europe,11.0,0.0,36,0,Cancellation
SSI,Airlines,Online,127,Asia,0.74,0.21,48,0,Cancellation
EPX,Travel Agency,Online,16,Asia,38.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,36,Asia,20.0,0.0,30,0,Comprehensive
EPX,Travel Agency,Online,33,Oceania,38.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,35,Oceania,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,21,Asia,21.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,185,Asia,28.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,66,Oceania,89.1,53.46,51,0,Rental
JZI,Airlines,Online,8,Asia,22.0,7.7,27,0,Value Plan
CWT,Travel Agency,Online,6,Asia,29.7,17.82,33,0,Rental
EPX,Travel Agency,Online,4,Asia,36.0,0.0,24,0,Comprehensive
EPX,Travel Agency,Online,5,Asia,112.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,107,Asia,167.0,58.45,60,0,Value Plan
EPX,Travel Agency,Online,104,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,1,Asia,20.0,0.0,60,0,Comprehensive
EPX,Travel Agency,Online,20,Europe,112.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,12.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,46,Asia,10.0,0.0,43,0,Cancellation
EPX,Travel Agency,Online,12,Asia,12.0,0.0,36,0,Cancellation
JZI,Airlines,Online,19,North America,121.0,42.35,34,0,Value Plan
EPX,Travel Agency,Online,88,Asia,11.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,110,Asia,41.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,4,Europe,39.6,23.76,24,0,Rental
EPX,Travel Agency,Online,194,Asia,18.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,9,Europe,112.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,102,Asia,10.0,0.0,36,0,Cancellation
JZI,Airlines,Online,70,Asia,18.0,6.3,54,0,Value Plan
EPX,Travel Agency,Online,64,Asia,37.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,2,Asia,18.0,6.3,44,0,Value Plan
EPX,Travel Agency,Online,174,Asia,10.0,0.0,46,0,Cancellation
JZI,Airlines,Online,4,Asia,18.0,6.3,44,0,Value Plan
EPX,Travel Agency,Online,34,North America,165.0,0.0,67,0,Comprehensive
EPX,Travel Agency,Online,21,Asia,83.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,55,Asia,100.5,25.13,24,0,Value Plan
JZI,Airlines,Online,26,Asia,22.0,7.7,34,0,Value Plan
EPX,Travel Agency,Online,64,North America,192.0,0.0,57,0,Comprehensive
EPX,Travel Agency,Online,36,Asia,24.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,233,Europe,37.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,27.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,18,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,84,Asia,54.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,271,Asia,46.0,0.0,36,0,Comprehensive
LWC,Travel Agency,Online,1,Asia,26.0,6.5,45,0,Single Trip
C2B,Airlines,Online,7,Asia,20.0,5.0,70,0,Value Plan
EPX,Travel Agency,Online,43,Asia,61.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,11,Asia,89.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,10,Oceania,19.8,11.88,60,0,Rental
EPX,Travel Agency,Online,70,Asia,39.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,5,Asia,14.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,11,Asia,0.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,6,Asia,29.7,17.82,31,0,Rental
EPX,Travel Agency,Online,7,Asia,28.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,6,Asia,22.0,7.7,47,0,Value Plan
EPX,Travel Agency,Online,148,Asia,20.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,83,Europe,118.8,71.28,55,0,Rental
EPX,Travel Agency,Online,53,Asia,10.0,0.0,35,0,Cancellation
JZI,Airlines,Online,11,Asia,40.0,14.0,42,0,Value Plan
C2B,Airlines,Online,39,Asia,18.0,4.5,41,0,Value Plan
CWT,Travel Agency,Online,111,Oceania,89.1,53.46,31,0,Rental
EPX,Travel Agency,Online,4,Asia,21.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,12,Asia,26.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,16,Europe,79.2,47.52,30,0,Rental
EPX,Travel Agency,Online,72,Asia,37.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,2,Asia,18.0,6.3,44,0,Value Plan
JZI,Airlines,Online,187,Asia,26.0,9.1,118,0,Value Plan
CWT,Travel Agency,Online,35,Asia,49.5,29.7,31,0,Rental
EPX,Travel Agency,Online,19,Asia,16.0,0.0,28,0,Cancellation
EPX,Travel Agency,Online,10,Asia,13.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,16,Asia,41.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,7,Europe,49.5,29.7,31,0,Rental
EPX,Travel Agency,Online,3,Asia,10.0,0.0,33,0,Cancellation
EPX,Travel Agency,Online,15,Asia,27.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,3,Asia,18.0,0.0,30,0,Cancellation
EPX,Travel Agency,Online,43,North America,10.0,0.0,46,0,Cancellation
CWT,Travel Agency,Online,26,Asia,9.9,5.94,31,0,Rental
CWT,Travel Agency,Online,26,Oceania,49.5,29.7,31,0,Rental
EPX,Travel Agency,Online,5,Asia,95.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,6,Oceania,62.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,37,Asia,21.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,66,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,104,Asia,27.0,0.0,41,0,Comprehensive
CWT,Travel Agency,Online,29,Europe,29.7,17.82,31,0,Rental
EPX,Travel Agency,Online,12,Asia,17.0,0.0,36,0,Cancellation
JZI,Airlines,Online,11,Asia,22.0,7.7,62,0,Value Plan
CWT,Travel Agency,Online,17,Asia,49.5,29.7,30,0,Rental
EPX,Travel Agency,Online,16,Asia,13.0,0.0,29,0,Cancellation
EPX,Travel Agency,Online,3,Asia,20.0,0.0,39,1,Comprehensive
EPX,Travel Agency,Online,11,Oceania,74.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,50,Asia,26.0,0.0,44,0,Comprehensive
EPX,Travel Agency,Online,39,Asia,10.0,0.0,24,0,Cancellation
EPX,Travel Agency,Online,76,Asia,28.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,34,North America,80.0,0.0,19,0,Cancellation
EPX,Travel Agency,Online,34,Asia,15.0,0.0,46,0,Cancellation
EPX,Travel Agency,Online,33,Asia,14.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,4,Asia,23.0,0.0,44,0,Cancellation
EPX,Travel Agency,Online,91,Asia,34.0,0.0,36,0,Cancellation
JWT,Airlines,Online,4,Asia,78.0,31.2,118,0,Value Plan
EPX,Travel Agency,Online,28,Asia,36.0,0.0,34,0,Comprehensive
JZI,Airlines,Online,9,Asia,18.0,6.3,39,0,Value Plan
EPX,Travel Agency,Online,67,Asia,16.0,0.0,23,0,Cancellation
EPX,Travel Agency,Online,17,Asia,18.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,17,Asia,70.0,0.0,36,0,Cancellation
C2B,Airlines,Online,16,Asia,35.5,8.88,29,0,Value Plan
EPX,Travel Agency,Online,69,Asia,20.0,0.0,53,0,Comprehensive
EPX,Travel Agency,Online,23,Asia,11.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,5,Asia,39.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,50,Africa,70.0,0.0,36,0,Cancellation
C2B,Airlines,Online,9,Asia,23.5,5.88,37,0,Value Plan
JZI,Airlines,Online,9,Asia,35.0,12.25,36,0,Value Plan
EPX,Travel Agency,Online,17,Asia,10.0,0.0,26,0,Cancellation
EPX,Travel Agency,Online,34,Asia,34.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,15,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,12,Asia,19.0,0.0,36,0,Cancellation
C2B,Airlines,Online,15,Asia,22.5,5.63,27,0,Value Plan
EPX,Travel Agency,Online,15,North America,112.0,0.0,51,0,Comprehensive
JZI,Airlines,Online,15,Asia,30.0,10.5,57,0,Value Plan
C2B,Airlines,Online,8,Asia,22.5,5.63,23,1,Value Plan
EPX,Travel Agency,Online,59,Europe,112.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,65,Asia,35.0,12.25,58,0,Value Plan
CWT,Travel Agency,Online,37,North America,39.6,23.76,52,0,Rental
EPX,Travel Agency,Online,7,Asia,10.0,0.0,26,0,Cancellation
JZI,Airlines,Online,2,Asia,18.0,6.3,65,0,Value Plan
EPX,Travel Agency,Online,85,Asia,20.0,0.0,38,0,Cancellation
EPX,Travel Agency,Online,4,Asia,21.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,34.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,61,Asia,34.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,53,Asia,83.0,29.05,43,0,Value Plan
JZI,Airlines,Online,15,Asia,22.0,7.7,36,0,Value Plan
CSR,Travel Agency,Offline,206,Asia,29.0,9.57,31,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,28.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,91,Oceania,89.1,53.46,28,0,Rental
EPX,Travel Agency,Online,50,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,55,Asia,29.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,25,Oceania,99.0,59.4,47,0,Rental
C2B,Airlines,Online,22,Asia,40.0,10.0,28,0,Value Plan
EPX,Travel Agency,Online,33,Asia,10.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,93,Europe,29.7,17.82,31,0,Rental
EPX,Travel Agency,Online,89,North America,80.0,0.0,31,0,Cancellation
EPX,Travel Agency,Online,14,Asia,20.0,0.0,41,0,Comprehensive
EPX,Travel Agency,Online,31,Asia,38.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,120,Asia,20.0,0.0,40,0,Comprehensive
EPX,Travel Agency,Online,76,Asia,29.0,0.0,36,0,Comprehensive
SSI,Airlines,Online,76,Asia,2.19,0.61,48,0,Cancellation
C2B,Airlines,Online,50,Asia,69.55,17.39,29,0,Value Plan
JZI,Airlines,Online,18,Europe,36.0,12.6,55,0,Value Plan
C2B,Airlines,Online,19,Asia,63.5,15.88,20,0,Value Plan
EPX,Travel Agency,Online,23,Asia,11.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,13,Asia,31.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,79,Oceania,39.6,23.76,41,0,Rental
EPX,Travel Agency,Online,20,Asia,70.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,1,Asia,29.0,0.0,36,0,Cancellation
C2B,Airlines,Online,365,Asia,252.85,63.21,36,0,Annual
C2B,Airlines,Online,17,Asia,13.5,3.38,69,0,Value Plan
C2B,Airlines,Online,12,Asia,29.5,7.38,21,0,Value Plan
EPX,Travel Agency,Online,6,Asia,29.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,12,Asia,29.7,17.82,45,0,Rental
EPX,Travel Agency,Online,32,Oceania,10.0,0.0,36,0,Cancellation
JWT,Airlines,Online,38,Asia,31.0,12.4,118,0,Value Plan
EPX,Travel Agency,Online,16,Asia,34.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,71,North America,146.0,0.0,37,0,Comprehensive
CWT,Travel Agency,Online,5,Europe,39.6,23.76,31,0,Rental
CWT,Travel Agency,Online,43,Oceania,99.0,59.4,46,0,Rental
CWT,Travel Agency,Online,40,Europe,29.7,17.82,33,0,Rental
JZI,Airlines,Online,47,Asia,69.0,24.15,59,0,Value Plan
EPX,Travel Agency,Online,55,Asia,20.0,0.0,41,0,Comprehensive
EPX,Travel Agency,Online,40,Asia,44.0,0.0,24,0,Comprehensive
EPX,Travel Agency,Online,23,Asia,63.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,62,Asia,10.0,0.0,26,0,Cancellation
C2B,Airlines,Online,364,Asia,216.0,54.0,30,0,Annual
EPX,Travel Agency,Online,3,Asia,0.0,0.0,36,0,Cancellation
C2B,Airlines,Online,16,Asia,53.5,13.38,25,0,Value Plan
EPX,Travel Agency,Online,227,Asia,32.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,12,Asia,22.0,7.7,33,0,Value Plan
EPX,Travel Agency,Online,24,Asia,0.0,0.0,63,0,Comprehensive
EPX,Travel Agency,Online,6,Asia,20.0,0.0,49,0,Comprehensive
C2B,Airlines,Online,5,Asia,18.0,4.5,29,0,Value Plan
EPX,Travel Agency,Online,27,Asia,20.0,0.0,51,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,31.0,0.0,35,0,Comprehensive
C2B,Airlines,Online,25,Asia,23.5,5.88,34,0,Value Plan
EPX,Travel Agency,Online,13,Asia,30.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,9,Asia,35.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,36,Asia,10.0,0.0,23,0,Cancellation
EPX,Travel Agency,Online,40,Asia,24.0,0.0,28,0,Cancellation
EPX,Travel Agency,Online,3,Asia,16.0,0.0,36,0,Cancellation
C2B,Airlines,Online,2,Asia,41.0,10.25,61,0,Value Plan
EPX,Travel Agency,Online,12,Asia,54.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,58,Asia,24.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,7,Asia,17.0,0.0,65,0,Cancellation
EPX,Travel Agency,Online,14,North America,0.0,0.0,53,0,Comprehensive
JZI,Airlines,Online,8,Asia,30.0,10.5,26,0,Value Plan
C2B,Airlines,Online,6,Asia,53.95,13.49,22,0,Value Plan
EPX,Travel Agency,Online,7,Asia,27.0,0.0,36,0,Cancellation
JZI,Airlines,Online,10,Asia,22.0,7.7,38,0,Value Plan
EPX,Travel Agency,Online,8,Asia,48.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,12,Asia,42.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,8,Asia,43.0,0.0,49,0,Comprehensive
JZI,Airlines,Online,58,Asia,22.0,7.7,38,0,Value Plan
EPX,Travel Agency,Online,18,Asia,36.0,0.0,53,0,Comprehensive
EPX,Travel Agency,Online,81,Asia,62.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,9,Asia,0.0,17.82,43,0,Rental
JZI,Airlines,Online,10,Asia,18.0,6.3,34,0,Value Plan
EPX,Travel Agency,Online,146,Europe,112.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,8,Asia,32.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,55,Asia,0.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,62,Asia,13.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,9,Asia,20.0,0.0,36,0,Comprehensive
KML,Travel Agency,Online,13,Asia,28.0,10.64,48,0,Value Plan
EPX,Travel Agency,Online,14,North America,20.0,0.0,21,0,Comprehensive
CWT,Travel Agency,Online,156,Asia,19.8,11.88,50,0,Rental
TST,Travel Agency,Offline,24,Asia,30.0,10.5,74,0,Single Trip
EPX,Travel Agency,Online,9,Asia,50.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,28,Oceania,0.0,23.76,36,0,Rental
CWT,Travel Agency,Online,24,North America,29.7,17.82,44,0,Rental
EPX,Travel Agency,Online,31,North America,111.0,0.0,40,0,Comprehensive
KML,Travel Agency,Online,3,Asia,29.0,11.02,48,0,Value Plan
LWC,Travel Agency,Online,11,Asia,33.0,21.45,64,0,Single Trip
EPX,Travel Agency,Online,38,Asia,24.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,26,Oceania,0.0,23.76,31,0,Rental
EPX,Travel Agency,Online,149,Asia,10.0,0.0,30,0,Cancellation
KML,Travel Agency,Online,49,Asia,48.0,18.24,48,0,Value Plan
CWT,Travel Agency,Online,39,North America,9.9,5.94,42,0,Rental
EPX,Travel Agency,Online,28,Asia,20.0,0.0,30,0,Comprehensive
C2B,Airlines,Online,2,Asia,15.0,3.75,40,0,Value Plan
CWT,Travel Agency,Online,15,Asia,29.7,17.82,28,0,Rental
EPX,Travel Agency,Online,10,Asia,29.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,73,North America,59.4,35.64,37,0,Rental
C2B,Airlines,Online,14,Asia,39.0,9.75,33,0,Value Plan
EPX,Travel Agency,Online,89,Asia,112.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,12,Oceania,118.8,71.28,31,0,Rental
EPX,Travel Agency,Online,35,North America,112.0,0.0,53,0,Comprehensive
CWT,Travel Agency,Online,49,Oceania,69.3,41.58,34,0,Rental
EPX,Travel Agency,Online,16,Europe,112.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,20,Asia,37.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,83,Asia,27.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,5,Asia,26.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,19,Asia,43.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,7,Asia,20.0,0.0,23,0,Comprehensive
JZI,Airlines,Online,12,Asia,30.0,10.5,56,0,Value Plan
EPX,Travel Agency,Online,5,Asia,60.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,37,Europe,50.0,0.0,36,0,Cancellation
C2B,Airlines,Online,364,Asia,389.35,97.34,36,0,Annual
EPX,Travel Agency,Online,56,Asia,12.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,27,Asia,22.0,0.0,36,1,Comprehensive
EPX,Travel Agency,Online,50,Asia,48.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,223,Asia,20.0,0.0,36,1,Comprehensive
EPX,Travel Agency,Online,16,Oceania,56.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,1,Asia,10.0,0.0,46,0,Cancellation
EPX,Travel Agency,Online,29,Oceania,19.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,76,Asia,10.0,0.0,63,0,Cancellation
EPX,Travel Agency,Online,39,Asia,53.0,0.0,35,0,Comprehensive
CWT,Travel Agency,Online,79,Asia,69.3,41.58,35,0,Rental
C2B,Airlines,Online,27,Asia,23.5,5.88,27,0,Value Plan
JZI,Airlines,Online,60,Asia,44.0,15.4,28,0,Value Plan
EPX,Travel Agency,Online,35,North America,112.0,0.0,31,0,Comprehensive
CWT,Travel Agency,Online,9,Asia,0.0,29.7,47,0,Rental
CWT,Travel Agency,Online,7,Asia,29.7,17.82,41,0,Rental
C2B,Airlines,Online,30,Asia,60.0,15.0,37,0,Value Plan
EPX,Travel Agency,Online,90,Asia,25.0,0.0,42,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,75.0,0.0,24,0,Comprehensive
C2B,Airlines,Online,25,Asia,57.85,14.46,33,0,Value Plan
EPX,Travel Agency,Online,20,Asia,24.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,3,Asia,19.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,14,Oceania,49.5,29.7,41,0,Rental
CWT,Travel Agency,Online,183,Oceania,99.0,59.4,39,0,Rental
JZI,Airlines,Online,25,Oceania,22.0,7.7,57,0,Value Plan
EPX,Travel Agency,Online,60,Asia,30.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,17,Africa,108.9,65.34,31,0,Rental
SSI,Airlines,Online,21,Asia,0.74,0.21,48,0,Cancellation
JZI,Airlines,Online,3,Asia,26.0,9.1,37,0,Value Plan
C2B,Airlines,Online,364,Asia,252.85,63.21,65,0,Annual
C2B,Airlines,Online,38,Asia,34.5,8.63,29,0,Value Plan
RAB,Airlines,Online,49,Asia,15.0,6.0,28,0,Value Plan
EPX,Travel Agency,Online,63,North America,78.0,0.0,25,0,Comprehensive
EPX,Travel Agency,Online,49,Asia,40.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,55,Europe,50.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,83,Asia,34.0,0.0,36,0,Cancellation
